city,station_name,median_household_income_census_block,bucket
Chicago,Damen Ave & Leland Ave,100556,5
Chicago,Wabash Ave & Grand Ave,100563,5
Chicago,Rush St & Hubbard St,100563,5
Chicago,State St & Kinzie St,100563,5
Chicago,Campbell Ave & North Ave,102083,5
Chicago,Troy St & Elston Ave,102813,5
Chicago,Dusable Harbor,102848,5
Chicago,Damen Ave & Thomas St (Augusta Blvd),103274,5
Chicago,LaSalle St & Jackson Blvd,103558,5
Chicago,Franklin St & Lake St,103558,5
Chicago,LaSalle St & Washington St,103558,5
Chicago,Daley Center Plaza,103558,5
Chicago,Clark St & Randolph St,103558,5
Chicago,Dearborn St & Monroe St,103558,5
Chicago,LaSalle St & Adams St,103558,5
Chicago,Clark St & Lake St,103558,5
Chicago,Dearborn St & Adams St,103558,5
Chicago,State St & Van Buren St,103558,5
Chicago,Wacker Dr & Washington St,103558,5
Chicago,Leavitt St & Lawrence Ave,103594,5
Chicago,Plainfield & Irving Park,103727,5
Chicago,Wells St & Walton St,103750,5
Chicago,Ashland Ave & Grand Ave,104188,5
Chicago,Stetson Ave & South Water St,104307,5
Chicago,Wabash Ave & Wacker Pl,104307,5
Chicago,Michigan Ave & Lake St,104307,5
Chicago,State St & Randolph St,104307,5
Chicago,N Paulina St & Lincoln Ave,104750,5
Chicago,Lincoln Ave & Addison St,104750,5
Chicago,Lincoln Ave & Roscoe St,104750,5
Chicago,California Ave & Montrose Ave,105167,5
Chicago,Fairbanks Ct & Grand Ave,105168,5
Chicago,Clark St & 9th St (AMLI),105380,5
Chicago,Canal St & Monroe St,105481,5
Chicago,Jefferson St & Monroe St,105481,5
Chicago,Wood St & Augusta Blvd,105560,5
Chicago,Kedzie Ave & 104th St,105625,5
Chicago,Kostner Ave & 63rd St,105873,5
Chicago,Ogden Ave & Race Ave,106333,5
Chicago,Wabash Ave & Roosevelt Rd,106690,5
Chicago,DuSable Lake Shore Dr & Diversey Pkwy,106771,5
Evanston,Valli Produce - Evanston Plaza,107375,5
Chicago,State St & Harrison St,108190,5
Chicago,Lincoln Ave & Belle Plaine Ave,108422,5
Chicago,Richmond St & Diversey Ave,108462,5
Chicago,Greenwood Ave & 47th St,108800,5
Chicago,Columbus Dr & Randolph St,109000,5
Chicago,Field Blvd & South Water St,109000,5
Chicago,Clark St & Berwyn Ave,109191,5
Chicago,Halsted St & Wrightwood Ave,109671,5
Chicago,Canal St & Harrison St,110404,5
Chicago,900 W Harrison St,110404,5
Chicago,Halsted St & Polk St,110404,5
Chicago,Clinton St & Tilden St,110404,5
Glenview,Central St Metra,110855,5
Chicago,Damen Ave & Wellington Ave,111765,5
Evanston,Dodge Ave & Main St,111806,5
Chicago,Southport Ave & Irving Park Rd,112009,5
Chicago,Damen Ave & Charleston St,112045,5
Chicago,Leavitt St & Armitage Ave,112045,5
Chicago,Ashland Ave & Belle Plaine Ave,113625,5
Chicago,Leavitt St & Belmont Ave,113864,5
Chicago,LaSalle Dr & Huron St,114423,5
Chicago,LaSalle St & Illinois St,114423,5
Chicago,Indiana Ave & Roosevelt Rd,114737,5
Chicago,Western Ave & 104th St,115313,5
Chicago,Narragansett & McLean,115521,5
Chicago,Hampden Ct & Diversey Ave,115625,5
Chicago,Leavitt St & Addison St,116488,5
Chicago,Seeley Ave & Roscoe St,116488,5
Chicago,Calumet Ave & 18th St,116541,5
Chicago,Michigan Ave & 18th St,116541,5
Chicago,Wabash Ave & 16th St,116541,5
Chicago,Larrabee St & Webster Ave,116875,5
Chicago,Lincoln Ave & Fullerton Ave,116875,5
Chicago,Lincoln Ave & Waveland Ave,116983,5
Chicago,Clark St & Grace St,117500,5
Chicago,Sheffield Ave & Waveland Ave,117500,5
Chicago,Ashland Ave & Blackhawk St,117625,5
Chicago,North Ave & New England Ave,118553,5
Chicago,Damen Ave & Division St,118833,5
Chicago,Honore St & Division St,118833,5
Chicago,Burling St & Diversey Pkwy,119125,5
Chicago,Racine Ave & Belmont Ave,119621,5
Chicago,Walsh Park,120052,5
Chicago,Winchester Ave & Elston Ave,120052,5
Chicago,Elston Ave & Cortland St,120052,5
Chicago,Lake Park Ave & 56th St,121500,5
Chicago,Clark St & Newport St,121818,5
Chicago,Clark St & Lincoln Ave,121895,5
Chicago,Canal St & Taylor St,122321,5
Chicago,Halsted St & Maxwell St,122321,5
Chicago,Clinton St & Polk St,122321,5
Chicago,Clinton St & Roosevelt Rd,122321,5
Chicago,Halsted St & Roosevelt Rd,122321,5
Chicago,Larrabee St & Armitage Ave,123056,5
Chicago,Wood St & Chicago Ave,123942,5
Chicago,Ashland Ave & Chicago Ave,123942,5
Chicago,Lincoln Park Conservatory,124643,5
Chicago,Damen Ave & Wabansia Ave,125882,6
Chicago,Kedzie Ave & 110th St,126207,6
Chicago,Western Ave & Roscoe St,126250,6
Chicago,Wood St & Hubbard St,126250,6
Chicago,Wood St & Milwaukee Ave,129219,6
Chicago,Leavitt St & Division St,130625,6
Chicago,Broadway & Thorndale Ave,131181,6
Chicago,Dearborn Pkwy & Delaware Pl,131250,6
Chicago,Wells St & Polk St,133341,6
Chicago,Ashland Ave & Augusta Blvd,133500,6
Chicago,Canal St & Madison St,136103,6
Chicago,Desplaines St & Randolph St,136103,6
Chicago,Clinton St & Washington Blvd,136103,6
Chicago,Clinton St & Madison St,136103,6
Chicago,Clinton St & Lake St,136103,6
Chicago,Ping Tom Park (East),136354,6
Chicago,Delano Ct & Roosevelt Rd,136354,6
Chicago,State St & 19th St,136354,6
Chicago,N Southport Ave & W Newport Ave,136750,6
Chicago,Southport Ave & Roscoe St,136750,6
Chicago,Franklin St & Illinois St,137151,6
Chicago,Orleans St & Chestnut St (NEXT Apts),137151,6
Chicago,Wells St & Huron St,137151,6
Chicago,Franklin St & Chicago Ave,137151,6
Chicago,Southport Ave & Waveland Ave,138000,6
Chicago,Logan Blvd & Elston Ave,138636,6
Chicago,Racine Ave & Washington Blvd,138650,6
Chicago,Aberdeen St & Randolph St,138650,6
Chicago,Ada St & Washington Blvd,138650,6
Chicago,Elizabeth (May) St & Fulton St,138650,6
Chicago,Racine Ave & Randolph St,138650,6
Chicago,Michigan Ave & Pearson St,139615,6
Chicago,Desplaines St & Kinzie St,139722,6
Chicago,Ogden Ave & Chicago Ave,139722,6
Chicago,Wells St & Evergreen Ave,139856,6
Chicago,Dearborn St & Erie St,140305,6
Chicago,Talman Ave & Addison St,140417,6
Chicago,Southport Ave & Belmont Ave,140556,6
Chicago,Southport Ave & Wellington Ave,140556,6
Chicago,Clark St & Chicago Ave,141003,6
Chicago,W Armitage Ave & N Sheffield Ave,141481,6
Chicago,Carpenter St & Huron St,142225,6
Chicago,Milwaukee Ave & Grand Ave,142225,6
Chicago,Ashland Ave & Division St,144514,6
Chicago,Michigan Ave & 14th St,144734,6
Chicago,Damen Ave & Melrose Ave,145000,6
Chicago,Elston Ave & Wabansia Ave,145104,6
Chicago,Eckhart Park,145104,6
Chicago,Damen Ave & Cortland St,145694,6
Chicago,Western Ave & Winnebago Ave,146103,6
Chicago,Larrabee St & Menomonee St,147031,6
Chicago,Orleans St & Hubbard St,147234,6
Chicago,Wells St & Hubbard St,147234,6
Chicago,Kingsbury St & Kinzie St,147234,6
Chicago,Orleans St & Merchandise Mart Plaza,147234,6
Chicago,Sheffield Ave & Webster Ave,148542,6
Chicago,Clifton Ave & Armitage Ave,148542,6
Chicago,Bissell St & Armitage Ave,148611,6
Chicago,Noble St & Milwaukee Ave,149922,6
Chicago,Southport Ave & Wrightwood Ave,150078,7
Chicago,Greenview Ave & Fullerton Ave,150078,7
Chicago,Rush St & Cedar St,150179,7
Chicago,Leavitt St & North Ave,150188,7
Chicago,Milwaukee Ave & Wabansia Ave,150188,7
Chicago,N Green St & W Lake St,151729,7
Chicago,W Washington Blvd & N Peoria St,151729,7
Chicago,N Carpenter St & W Lake St,151729,7
Chicago,Sangamon St & Washington Blvd,151729,7
Chicago,Green St & Madison St,151729,7
Chicago,Green St & Randolph St,151729,7
Chicago,Morgan St & Lake St,151729,7
Chicago,Sedgwick St & Webster Ave,152134,7
Chicago,Racine Ave & Wrightwood Ave,154050,7
Chicago,Kilbourn Ave & Milwaukee Ave,154375,7
Chicago,Cityfront Plaza Dr & Pioneer Ct,155248,7
Chicago,New St & Illinois St,155248,7
Chicago,Southport Ave & Clybourn Ave,156000,7
Chicago,Paulina Ave & North Ave,156500,7
Chicago,Ashland Ave & Wrightwood Ave,156581,7
Chicago,Sedgwick St & Huron St,156958,7
Chicago,Kingsbury St & Erie St,156958,7
Chicago,Halsted St & Willow St,157917,7
Chicago,Lincoln Ave & Belmont Ave,158462,7
Chicago,Ashland Ave & Grace St,161483,7
Chicago,Clinton St & Jackson Blvd,162704,7
Chicago,Canal St & Adams St,162704,7
Chicago,Desplaines St & Jackson Blvd,162704,7
Chicago,Canal St & Jackson Blvd,162704,7
Chicago,Ashland Ave & Wellington Ave,164286,7
Chicago,Sheffield Ave & Willow St,165375,7
Evanston,Lincolnwood Dr & Central St,167656,7
Chicago,Michigan Ave & Jackson Blvd,168958,7
Chicago,Millennium Park,168958,7
Chicago,Michigan Ave & Ida B Wells Dr,168958,7
Chicago,Wabash Ave & Adams St,168958,7
Chicago,Buckingham Fountain,168958,7
Chicago,Peoria St & Jackson Blvd,170068,7
Chicago,Aberdeen St & Monroe St,170068,7
Chicago,Rush St & Superior St,171538,7
Chicago,Lawndale Ave & 111th St,175000,8
Chicago,Sheffield Ave & Wrightwood Ave,182292,8
Chicago,Sheffield Ave & Fullerton Ave,182292,8
Chicago,Wilton Ave & Diversey Pkwy,182292,8
Chicago,Sedgwick St & North Ave,188636,8
Chicago,Larrabee St & North Ave,188676,8
Chicago,Halsted St & Dickens Ave,189250,8
Chicago,Larrabee St & Kingsbury St,194167,8
Evanston,University Library (NU),200909,9
Chicago,Racine Ave & Fullerton Ave,204688,9
Chicago,Harper Ave & 59th St,205855,9
Chicago,Museum of Science and Industry,205855,9
Chicago,Michigan Ave & Madison St,208234,9
Chicago,DuSable Lake Shore Dr & Monroe St,208234,9
Chicago,Michigan Ave & Washington St,208234,9
Chicago,Michigan Ave & Oak St,210278,9
Chicago,Lincoln Ave & Diversey Pkwy,211042,9
Evanston,Sheridan Rd & Noyes St (NU),227639,10
Evanston,Central St & Girard Ave,227639,10
Chicago,Greenview Ave & Diversey Pkwy,235833,10
